,token_id,image,head,eyes,core,clothing,weapon,head_count,head_rarity,eyes_count,eyes_rarity,core_count,core_rarity,weapon_count,weapon_rarity,clothing_count,clothing_rarity,rarity
23,24,https://assets.otherside.xyz/kodas/7b726ce2eb3d5053ddff7e2498cdf5e69d27bec9e60acb5c6ff119a2b98fba36.png,Keep It Chill,Tired,Whirlpool,,,190,0.019941225860621328,76,0.00797649034424853,94,0.009865659109991603,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,8.328649257971363e-15
24,25,https://assets.otherside.xyz/kodas/36adcc52263faf1a7f02407f0aaa95a77d05b0fdc72dd3ac0f15c7aa673dcab2.png,Crystal Horned,Sad,Tranquil Water,,,92,0.009655751469353484,70,0.0073467674223341725,104,0.0109151973131822,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,4.1095922430445126e-15
25,26,https://assets.otherside.xyz/kodas/1df7022bbd25079821ad52b40a8e107a143bf77b93bf29378305c69abdcd10ca.png,Demon Spawn,Cave Diving,Desert Bot,,,158,0.01658270361041142,64,0.006717044500419815,370,0.038832913518052056,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,2.2957167943467008e-14
26,27,https://assets.otherside.xyz/kodas/536a2ec11a0a5238dc4dd2f3a2fcc8e5eca79e55f8e031c1c43eca8b855da6b4.png,Somethings Fishy,Mycology Eyes,Islander,Wanderer Cape,Oracles Hammer,71,0.007451721242653232,31,0.003253568429890848,87,0.009130982367758186,30.0,0.0031486146095717885,95.0,0.009970612930310664,6.9498497052334624e-12
27,28,https://assets.otherside.xyz/kodas/3609f1307d6751a13780a25f48c39616ccf9540a074b1eb271c8ffc73f65052f.png,Blossom Bud,Purple Flame,Banana Wrapped,,Arc Wielder,248,0.026028547439126783,57,0.005982367758186398,112,0.011754827875734676,27.0,0.0028337531486146094,0.7048698572628044,7.397878434748157e-05,3.837147730963505e-13
28,29,https://assets.otherside.xyz/kodas/32d51c2c741ed81e9d94430b0806c7353a291a70ed984920f06632866c4e4be0.png,Tested Elder,Tearpaint,Desert Bot,Elite Crimson Armor,,113,0.011859781696053737,70,0.0073467674223341725,370,0.038832913518052056,0.6835642317380353,7.174267755436978e-05,73.0,0.007661628883291352,1.859823174648231e-12
29,30,https://assets.otherside.xyz/kodas/f2ccfb4bb0741c46712e1fde14705a63fb510699d2d7064a794ba6fcc8be4edd.png,Cracked Horn,Eye Of Glob,Desert Bot,Minor Light Armor,,170,0.017842149454240133,37,0.0038832913518052057,370,0.038832913518052056,0.6835642317380353,7.174267755436978e-05,78.0,0.00818639798488665,1.5802200196489871e-12
30,31,https://assets.otherside.xyz/kodas/dd49f170d75740b9c71eeba1201adb0c445dc92006939ddb99c190a826bec265.png,Drill Sergeant,Steely,Woodland,,,228,0.02392947103274559,73,0.007661628883291352,195,0.020465994962216624,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,1.9914611789567024e-14
31,32,https://assets.otherside.xyz/kodas/5c07cd04c5f427d4e4de28ae73dc5f61391b4b3aeb1e21ded0fcfe7a809ed663.png,Infinite Vision,Third Eye,All Sight,Cape Of Eternal Burning,,162,0.01700251889168766,52,0.0054575986565911,237,0.02487405541561713,0.6835642317380353,7.174267755436978e-05,40.0,0.0041981528127623844,6.951800218783223e-13
32,33,https://assets.otherside.xyz/kodas/406e915504244e702879f66ed5da1bfc4d71bfb46248e71d7384338350484826.png,Foreteller,Intense,All Smiles,,,206,0.02162048698572628,64,0.006717044500419815,97,0.010180520570948783,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,7.846906087005779e-15
33,34,https://assets.otherside.xyz/kodas/802a1ce430844044af5a5e5fee410aaca614af1695f3611d1d2fe09db485d047.png,Loggin Noggin,Speechless,Lava Lamp,Celestial Crystal Armor,The Clobbler,85,0.008921074727120067,65,0.006821998320738875,354,0.0371536523929471,27.0,0.0028337531486146094,64.0,0.006717044500419815,4.3039829294361765e-11
34,35,https://assets.otherside.xyz/kodas/76acfd0a2f1be7c5c4f5799a5004e0f89d14c3d0d4fd56bc3348c76ac460930e.png,Arachnid,Look Deep,Zebro,Brawlers Outfit,Silvertongue,137,0.014378673383711167,70,0.0073467674223341725,262,0.02749790092359362,41.0,0.004303106633081444,77.0,0.00808144416456759,1.0101496972418618e-10
35,36,https://assets.otherside.xyz/kodas/8bec9bbeed7cfd7f492a1ef6d6fb5aa9e8cd3090fbd84fd68a4d7cd5f836ff93.png,Great Kleos,Hypcylco,Pure Sinew,Minor Light Armor,Bramble Thumper,76,0.00797649034424853,55,0.0057724601175482785,123,0.012909319899244332,19.0,0.0019941225860621325,78.0,0.00818639798488665,9.703331183178704e-12
36,37,https://assets.otherside.xyz/kodas/eed79bd5a07aa10333451d14b336b64b4b8316749eea4b1d1978c0f9634980e8.png,Keep It Chill,Casper,Whirlpool,Sovereign Outfit,Tongue Tearer,190,0.019941225860621328,71,0.007451721242653232,94,0.009865659109991603,12.0,0.0012594458438287153,61.0,0.006402183039462637,1.1820671326602499e-11
37,38,https://assets.otherside.xyz/kodas/173737f066864b6ca2a80d0a6f0cc42dfc4e78434b06cdb1ce5dc3e5f45ad770.png,Cobalt Kudu,Chameleo,Onyx Doom,,Ox Tongue Blade,65,0.006821998320738875,46,0.004827875734676742,526,0.055205709487825355,27.0,0.0028337531486146094,0.7048698572628044,7.397878434748157e-05,3.8117191431170813e-13
38,39,https://assets.otherside.xyz/kodas/274241c4c4fe78547a8ea5f7fb7af9933ffdf2fcc42858fdf4337170e09cd174.png,Viridescent Hero,Judger,Zebro,Icicle Shard Armor,,163,0.017107472712006716,17,0.0017842149454240135,262,0.02749790092359362,0.6835642317380353,7.174267755436978e-05,30.0,0.0031486146095717885,1.895962132919303e-13
39,40,https://assets.otherside.xyz/kodas/b13ad911d2daca4545d5c485ba5941240b5f01374f6f14019b5a32da1cca868b.png,Springbuck,Peer Through Sky,Secret Ruins,,,132,0.013853904282115869,12,0.0012594458438287153,87,0.009130982367758186,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,8.455785472848157e-16
40,41,https://assets.otherside.xyz/kodas/0638b3ba1ea0c8ec0c7edeac28ba7d2d81048f9ff0496df1028dfb6285228c8d.png,Demon Spawn,Droopy,Desert Bot,,,158,0.01658270361041142,90,0.009445843828715366,370,0.038832913518052056,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,3.228351742050048e-14
41,42,https://assets.otherside.xyz/kodas/cb88c790c4ca18cf6698a71f38db18324016b4ac0df4801908a1d3c2e83dc470.png,Stretched Thin,Release Me,Spotty,Wanderer Cape,Undergrowth Stick,54,0.005667506297229219,62,0.006507136859781696,240,0.02518891687657431,26.0,0.00272879932829555,95.0,0.009970612930310664,2.5274635547735877e-11
42,43,https://assets.otherside.xyz/kodas/7b81e968692c0c9203e840c7bfe0fda029ae491b942aa79c152de9628f811717.png,Copper Coil,Maze,Orangetan,Sol Mantle,,89,0.009340890008396305,71,0.007451721242653232,50,0.005247691015952981,0.6835642317380353,7.174267755436978e-05,37.0,0.0038832913518052057,1.017631803041249e-13
43,44,https://assets.otherside.xyz/kodas/bed35338713b5c386a60689911463e0ebbfbf16108d1c5c48644086292e77068.png,Infinite Vision,Coin Slots,Lava Lamp,Mace Plate,Adventurer's Sword,162,0.01700251889168766,86,0.009026028547439127,354,0.0371536523929471,32.0,0.0033585222502099076,41.0,0.004303106633081444,8.2402771814617e-11
44,45,https://assets.otherside.xyz/kodas/cacbe08683e4ba28b657696d4fad12af97ccbcc998ab28861f6b2dd08aa5bd24.png,All Ears,Readers,Pink Disco,Toasted Mantle Armor,,74,0.007766582703610411,34,0.003568429890848027,99,0.010390428211586901,0.6835642317380353,7.174267755436978e-05,37.0,0.0038832913518052057,8.022655484371783e-14
45,46,https://assets.otherside.xyz/kodas/f431e2fb9b1e733bafb33488a25839f3c1380310726cb58ec22759493663688a.png,Great Kleos,Web Crawler,Pure Sinew,,,76,0.00797649034424853,60,0.006297229219143577,123,0.012909319899244332,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,3.4415135231706974e-15
46,47,https://assets.otherside.xyz/kodas/1122a85dcae29810c3efe9585cc5957bd3faf14ef8e6319d0c0a680da5810c4d.png,Blue Crown,Ocular Drive,Onyx Doom,,,164,0.017212426532325777,50,0.005247691015952981,526,0.055205709487825355,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,2.6465440251283434e-14
47,48,https://assets.otherside.xyz/kodas/a60c0ed66b2e3d85ae9216d76710b99f17011f444e741af1a9423f5257d8f0ed.png,Blazin Hot,Simple Math,Floating Lava,,,88,0.009235936188077247,54,0.005667506297229219,72,0.007556675062972292,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,2.0993674277416116e-15
48,49,https://assets.otherside.xyz/kodas/96a4b07b3317064c2d2866a4dc994642a1ca5b9350fae403ce83d9c12fae0479.png,Spike Cauldron,Coin Slots,Stonebase,Petrified Bands,,129,0.01353904282115869,86,0.009026028547439127,145,0.015218303946263645,0.6835642317380353,7.174267755436978e-05,82.0,0.008606213266162888,1.1482609708237452e-12
49,50,https://assets.otherside.xyz/kodas/60bea13300be290a0a6ae6034fd389f108d46ddbfd1ba34f6b2b54a7e7e7ec37.png,Fish Bowl,Crusty,Aqua Gorilla,,Bramble Thumper,120,0.012594458438287154,66,0.0069269521410579345,114,0.011964735516372796,19.0,0.0019941225860621325,0.7048698572628044,7.397878434748157e-05,1.5398691931093945e-13
50,51,https://assets.otherside.xyz/kodas/c1bd94a0256a666db7c406aa463313ddf6975a8caf57f2c9fee5b885572c1aa7.png,Devils Advocate,Cave Diving,8 Knit,,Staff of Wild Things,195,0.020465994962216624,64,0.006717044500419815,251,0.026343408900083964,36.0,0.003778337531486146,0.7048698572628044,7.397878434748157e-05,1.0122575023149743e-12
51,52,https://assets.otherside.xyz/kodas/f637d154bd9d4e39634f1a6ee78040f3a87a59367cd4f4321cdae22dd7f471aa.png,Drill Sergeant,Peer Review,Stoney Pecs,Eternal Drain Armor,Dual Scythe,228,0.02392947103274559,71,0.007451721242653232,191,0.020046179680940385,9.0,0.0009445843828715365,17.0,0.0017842149454240135,6.024336905777901e-12
52,54,https://assets.otherside.xyz/kodas/a7d98ce9a50d7c59a9836f500297074869e5d929f210ecc63f9994bbfe1c8f1c.png,Copper Coil,Emotional,Cushioned,Planet Suitor,,89,0.009340890008396305,78,0.00818639798488665,245,0.025713685978169604,0.6835642317380353,7.174267755436978e-05,34.0,0.003568429890848027,5.033849164126542e-13
53,55,https://assets.otherside.xyz/kodas/65fb3ea44140f3ba9144f7568cf345fc8123d6934b8b614fb4ce996bd4e98173.png,Chomp Chomp,Slimey Terror,Storm Tracks,,Hallows Crescent,212,0.02225020990764064,42,0.004408060453400504,178,0.01868178001679261,34.0,0.003568429890848027,0.7048698572628044,7.397878434748157e-05,4.837091105424016e-13
54,56,https://assets.otherside.xyz/kodas/924146a1b0f94c867ec1c152581a0ca48753909e817b32a0137a0fbfd7ed0894.png,Sturdy Helm,Steely,Magma Runes,Leader Plate,,75,0.007871536523929471,73,0.007661628883291352,164,0.017212426532325777,0.6835642317380353,7.174267755436978e-05,37.0,0.0038832913518052057,2.8920132804264517e-13
55,57,https://assets.otherside.xyz/kodas/9cd72037c8150b271c4957295387bd0969aa53ea5180297b704002933571b990.png,Twisty Horn,Web Crawler,Flora Smock,Fun Guy Tunic,,249,0.026133501259445843,60,0.006297229219143577,114,0.011964735516372796,0.6835642317380353,7.174267755436978e-05,30.0,0.0031486146095717885,4.447820896227338e-13
56,59,https://assets.otherside.xyz/kodas/cf5de33c196182487bfad7fecd3dff92092d3017cc0a8fc4d82507d0c756cc09.png,Blazin Hot,Bloodshot,Lava Lamp,,Coral Clubber,88,0.009235936188077247,66,0.0069269521410579345,354,0.0371536523929471,16.0,0.0016792611251049538,0.7048698572628044,7.397878434748157e-05,2.952908901430832e-13
57,60,https://assets.otherside.xyz/kodas/dab3e55828f14318f17f120f96ab7811e6ed266aa39652fe074733c34c5ecff1.png,Pink Fluff,Unistone Green,Purple Disco Monster,Wanderer Cape,,31,0.003253568429890848,29,0.003043660789252729,216,0.022670025188916875,0.6835642317380353,7.174267755436978e-05,95.0,0.009970612930310664,1.6058598336178219e-13
58,61,https://assets.otherside.xyz/kodas/2315335837f2ae4a3d5eb5560ad1a1452eff418a97dea3e54dc0ad145b9d8886.png,Scraggly,Worry Wart,Amoebatopia,Reinforced Mallow Armor,Widow Taker,111,0.011649874055415618,74,0.007766582703610411,257,0.02697313182199832,39.0,0.004093198992443325,43.0,0.004513014273719564,4.508293087302654e-11
59,63,https://assets.otherside.xyz/kodas/42bbf3c4a5de3a4df94e6a92b4f21d14ad9f4cc282491fa8121b8ee507845fe9.png,Drill Sergeant,Bulls Eye,Petrified,,,228,0.02392947103274559,65,0.006821998320738875,262,0.02749790092359362,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,2.3824786707153242e-14
60,64,https://assets.otherside.xyz/kodas/9dca4207732249e5e85ee3c7ce37a23cdd7c892d37d9d15cc4ddef43547571b3.png,Skull King,Here And Everywhere,Woodland Guardian,Nomad Armor,,110,0.011544920235096557,60,0.006297229219143577,192,0.020151133501259445,0.6835642317380353,7.174267755436978e-05,79.0,0.00829135180520571,8.714507396765293e-13
61,65,https://assets.otherside.xyz/kodas/8387af58eeb5cc5a9f5966e8207fae689cb2f49bfa83c4b0a3bb92f6b39d24ea.png,Cracked Horn,Sleepy,Lava Lamp,Ogre Armor,,170,0.017842149454240133,77,0.00808144416456759,354,0.0371536523929471,0.6835642317380353,7.174267755436978e-05,68.0,0.007136859781696054,2.7429785320562105e-12
62,66,https://assets.otherside.xyz/kodas/868470866c77006576daa270ff8b329dda55b938553ccb16c3e472de616278c2.png,Blazin Hot,Triple Threat,8 Knit,,,88,0.009235936188077247,60,0.006297229219143577,251,0.026343408900083964,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,8.131809017949763e-15
63,67,https://assets.otherside.xyz/kodas/f1074812abb514c81f3d2b4209ba4f90932ea34f8d2f68d28b77aca5665657fb.png,Tri Vent,Teething Eye,Onyx Doom,Knight Mare Armor,Occams Razor,289,0.03033165407220823,66,0.0069269521410579345,526,0.055205709487825355,29.0,0.003043660789252729,75.0,0.007871536523929471,2.7789327779250955e-10
64,68,https://assets.otherside.xyz/kodas/4b58791a341db9a3219ea02d426764a8922fff4ecd7a03eb33016d202d5fb579.png,Foreteller,Stay Awake,All Sight,Glutton Cape,Scavengers Blade,206,0.02162048698572628,70,0.0073467674223341725,237,0.02487405541561713,49.0,0.005142737195633921,77.0,0.00808144416456759,1.6420700092673733e-10
65,69,https://assets.otherside.xyz/kodas/fc199442430f2a2227abdb77fd9a15ca8f6c7abd1954a75ecd7f89a053996ef4.png,Dawn Disc,Worry Wart,Desert Bot,Gemstone Paladin,,280,0.02938706968933669,74,0.007766582703610411,370,0.038832913518052056,0.6835642317380353,7.174267755436978e-05,85.0,0.008921074727120067,5.6725846859194415e-12
66,70,https://assets.otherside.xyz/kodas/6c9cbdd9bf3b13fd9750742005895dbafaf95802d4d9294df2c4d3819c769192.png,Keep It Chill,Stubborn,Zebro,Heavy Iron Armor,,190,0.019941225860621328,56,0.005877413937867338,262,0.02749790092359362,0.6835642317380353,7.174267755436978e-05,92.0,0.009655751469353484,2.2325507189607207e-12
67,71,https://assets.otherside.xyz/kodas/49c8d082db59dbff8fa6097cf60ceb36f2f041f38ac3251352c00e522038753c.png,Deep Sea,Oval Ancients,Candy,Pluma Pauldrons,,45,0.004722921914357683,27,0.0028337531486146094,20,0.0020990764063811922,0.6835642317380353,7.174267755436978e-05,42.0,0.004408060453400504,8.884360065387518e-15
68,72,https://assets.otherside.xyz/kodas/f79e7b0789e34ecc325b3b59eea8e539d3d2af8123859548a140cd81342687bd.png,Chomp Chomp,Omniscient,Tranquil Water,Desola Armor,,212,0.02225020990764064,76,0.00797649034424853,104,0.0109151973131822,0.6835642317380353,7.174267755436978e-05,37.0,0.0038832913518052057,5.397033377124428e-13
69,73,https://assets.otherside.xyz/kodas/a69648455da082644627966eefefc813e19e899fbdcc5311bd1a16e6afc7d6d9.png,Take Flight,Cave Fright,Leaf Me Alone,Deaths Call Armor,,51,0.0053526448362720405,42,0.004408060453400504,118,0.012384550797649035,0.6835642317380353,7.174267755436978e-05,27.0,0.0028337531486146094,5.940675430389118e-14
70,74,https://assets.otherside.xyz/kodas/28a425f22ea64f4721a95a14066cf1169d17d9e94927f29717a2f866eeb94064.png,Winged Cheese,Droopy,Patches,,,171,0.017947103274559194,90,0.009445843828715366,89,0.009340890008396305,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,8.404427841645515e-15
71,75,https://assets.otherside.xyz/kodas/44fdf37b231d840a1714d2b21bfd6de2bab22d88a29921e7958a977a6f37261c.png,Cave Crystal,Speechless,Grey Matter,,,112,0.011754827875734676,65,0.006821998320738875,199,0.020885810243492862,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,8.889226699628892e-15
72,76,https://assets.otherside.xyz/kodas/d17d1f0b89370ea86771a8e31243865c5b2edf7f31da06c1f224e3d568c13643.png,Scraggly,Glacia Glare,Woodland,Skull Strapped Armor,Mighty Quill,111,0.011649874055415618,30,0.0031486146095717885,195,0.020465994962216624,12.0,0.0012594458438287153,38.0,0.003988245172124265,3.770812561557368e-12
73,77,https://assets.otherside.xyz/kodas/2e2600882b93e4e4e2fb0e15e28a7ec1fd731bfb68149610bb10d02ec5e40c60.png,Mummified,Peek Curiosity,Stonebase,,,67,0.007031905961376994,62,0.006507136859781696,145,0.015218303946263645,0.6835642317380353,7.174267755436978e-05,0.7048698572628044,7.397878434748157e-05,3.695847312101352e-15
74,78,https://assets.otherside.xyz/kodas/fc648e4757d6359be955461f849ca00adb3e47c5f0c13024656fda0f9d686763.png,Spike Cauldron,Crystal Grinder,Stonebase,Bubble Cape,Gargantic Hammer,129,0.01353904282115869,49,0.005142737195633921,145,0.015218303946263645,19.0,0.0019941225860621325,16.0,0.0016792611251049538,3.548286131498266e-12
75,79,https://assets.otherside.xyz/kodas/9910672282237b43aac41dc69fd2255a63bcbe6170fe89283ea39802d9657602.png,Chomp Chomp,Buttoned Up,Zebro,Minor Light Armor,Wavebreaker,212,0.02225020990764064,71,0.007451721242653232,262,0.02749790092359362,20.0,0.0020990764063811922,78.0,0.00818639798488665,7.834501299857287e-11
76,80,https://assets.otherside.xyz/kodas/cbd82370a4febfc10ad9fd02f46440d9bcecc3eb7d5eff457591af105b500118.png,Swordfish,Open Up,Islander,,Studded Club,38,0.003988245172124265,40,0.0041981528127623844,87,0.009130982367758186,38.0,0.003988245172124265,0.7048698572628044,7.397878434748157e-05,4.5107279394113565e-14
77,81,https://assets.otherside.xyz/kodas/bfebc73f8deaf9b616c668634abf5723ab9f3694fa66bb5f57a2edb71ead769b.png,Twisty Horn,Two Tone,Woodland,Angelic,Never Bokken,249,0.026133501259445843,68,0.007136859781696054,195,0.020465994962216624,22.0,0.0023089840470193117,27.0,0.0028337531486146094,2.4975867041791717e-11
