token_id,koda
4511,1417.0
4527,8742.0
4530,8895.0
4534,4785.0
4541,5061.0
4546,7710.0
4557,7974.0
4582,8899.0
4584,4259.0
4594,4387.0
4599,6828.0
4620,3698.0
4635,5659.0
4682,7546.0
4689,7289.0
4690,2630.0
4719,9564.0
4735,8095.0
4736,9769.0
4758,6996.0
4763,1158.0
4788,706.0
4808,9862.0
4810,3332.0
4817,3290.0
4818,5292.0
4833,8658.0
4838,1686.0
4841,3697.0
4850,6948.0
4851,1114.0
4862,47.0
4911,3327.0
4921,761.0
4940,9702.0
4943,663.0
4971,8346.0
4972,3390.0
5009,6221.0
5016,1809.0
5039,5335.0
5041,2255.0
5048,5779.0
5066,7202.0
5085,6891.0
5122,8493.0
5129,4005.0
5148,7330.0
5161,9177.0
5192,1843.0
5194,2688.0
5195,4040.0
5198,7501.0
5213,6402.0
5220,8648.0
5259,6606.0
5261,4973.0
5286,7691.0
5300,9374.0
5301,553.0
5318,1253.0
5322,2660.0
5333,8270.0
5348,3191.0
5353,75.0
5360,6954.0
5383,7393.0
5399,7178.0
5403,3846.0
5413,1536.0
5429,6677.0
5460,4511.0
5464,8343.0
5477,4478.0
5507,3965.0
5512,8946.0
5517,8561.0
5531,6361.0
5537,772.0
5547,5815.0
5575,9283.0
5585,4172.0
5587,2249.0
5589,5525.0
5597,6502.0
5613,3894.0
5617,4719.0
5624,8779.0
5630,7168.0
5634,3670.0
5641,3234.0
5648,9751.0
5649,9721.0
5650,8641.0
5651,5478.0
5659,9158.0
5667,2721.0
5670,2735.0
5674,7665.0
5688,1579.0
5690,7480.0
5701,8864.0
5702,9924.0
5724,2344.0
5730,5737.0
5735,8157.0
5739,8877.0
5748,5725.0
5752,3688.0
5770,1715.0
5774,6941.0
5791,8727.0
5803,3488.0
5810,2964.0
5832,2938.0
5849,653.0
5855,8689.0
5880,4479.0
5903,1223.0
5911,4262.0
5926,2700.0
5968,8357.0
5994,5152.0
5998,4682.0
5999,605.0
6000,2472.0
6018,7590.0
6033,4487.0
6041,5624.0
6074,3630.0
6084,9724.0
6087,3981.0
6089,2939.0
6106,1038.0
6128,21.0
6144,2945.0
6148,278.0
6156,2231.0
6161,3074.0
6199,724.0
6213,4967.0
6217,4057.0
6221,5943.0
6246,1258.0
6269,98.0
6275,8846.0
6290,5279.0
6314,8906.0
6319,8250.0
6324,1147.0
6327,7224.0
6328,8400.0
6347,847.0
6353,2411.0
6378,3040.0
6395,2403.0
6407,507.0
6413,3164.0
6448,7713.0
6455,3926.0
6456,6023.0
6467,6036.0
6507,8628.0
6525,8849.0
6526,3522.0
6533,988.0
6540,599.0
6554,7661.0
6556,3857.0
6558,9193.0
6567,5229.0
6571,1202.0
6575,6191.0
6582,2104.0
6598,7795.0
6606,7413.0
6615,5438.0
6635,1755.0
6641,5149.0
6691,7752.0
6710,6139.0
6712,6905.0
6713,1415.0
6714,2780.0
6719,6013.0
6721,8713.0
6724,9802.0
6726,8144.0
6748,6988.0
6768,1998.0
6779,9616.0
6783,2927.0
6794,5705.0
6800,289.0
6807,6066.0
6808,3195.0
6814,8308.0
6816,2266.0
6840,1019.0
6846,9694.0
6854,2374.0
6860,5199.0
6863,6355.0
6866,8245.0
6872,5682.0
6876,8469.0
6879,8123.0
6896,6767.0
6926,2379.0
6930,7655.0
6951,6438.0
6952,4827.0
6966,2492.0
6983,9137.0
7009,4676.0
7014,3813.0
7039,7704.0
7044,8535.0
7054,7857.0
7066,8540.0
7067,1243.0
7077,2494.0
7087,6327.0
7099,2549.0
7113,7529.0
7123,1855.0
7139,5978.0
7141,7091.0
7143,4562.0
7147,8750.0
7149,8000.0
7156,6490.0
7157,3850.0
7186,5887.0
7198,839.0
7199,8602.0
7211,5660.0
7216,1548.0
7217,4924.0
7240,4185.0
7250,1059.0
7271,7532.0
7289,1072.0
7293,6666.0
7295,2637.0
7301,2839.0
7312,3862.0
7317,9752.0
7323,1745.0
7327,4231.0
7331,2143.0
7338,4453.0
7340,2854.0
7350,5057.0
7364,4400.0
7368,7833.0
7375,2303.0
7377,5332.0
7385,535.0
7387,9471.0
7394,2853.0
7400,1689.0
7406,8679.0
7419,5863.0
7437,5798.0
7450,6732.0
7472,9367.0
7473,9641.0
7486,2883.0
7489,6060.0
7498,4378.0
7546,7343.0
7562,4587.0
7565,1280.0
7576,1342.0
7581,4156.0
7582,4673.0
7595,3599.0
7602,8520.0
7617,7144.0
7619,3045.0
7621,7841.0
7633,7649.0
7641,5387.0
7646,5877.0
7663,1346.0
7669,2543.0
7674,1516.0
7692,7827.0
7693,3864.0
7719,5767.0
7735,4059.0
7738,3883.0
7745,4043.0
7757,7855.0
7764,1390.0
7787,8326.0
7789,8985.0
7799,2045.0
7819,1139.0
7820,6093.0
7822,5471.0
7830,3974.0
7851,6457.0
7865,6785.0
7873,1255.0
7885,838.0
7906,6456.0
7907,3614.0
7919,6738.0
7928,6916.0
7936,8332.0
7941,2722.0
7942,5450.0
7945,1639.0
7957,3565.0
7960,4683.0
7965,113.0
7973,2064.0
7980,201.0
8027,5172.0
8038,8959.0
8049,425.0
8051,7106.0
8061,1090.0
8065,9472.0
8078,8042.0
8088,9989.0
8107,8234.0
8133,3727.0
8139,2017.0
8140,8016.0
8148,3362.0
8154,9938.0
8162,5181.0
8165,9909.0
8202,808.0
8211,2369.0
8225,8161.0
8231,6292.0
8241,3034.0
8247,8865.0
8256,8215.0
8257,7780.0
8283,4046.0
8286,2902.0
8287,9004.0
8298,4961.0
8299,7231.0
8304,9.0
8311,1931.0
8315,521.0
8318,7563.0
8339,9467.0
8350,9573.0
8370,2791.0
8380,863.0
8412,4506.0
8447,5433.0
8507,2327.0
8509,5545.0
8512,9718.0
8518,7831.0
8519,3663.0
8549,133.0
8577,2733.0
8613,7291.0
8616,9507.0
8620,1404.0
8625,411.0
8675,4458.0
8700,3762.0
8701,7365.0
8712,5085.0
8762,3085.0
8782,7955.0
8793,1730.0
8803,6842.0
8806,5885.0
8843,5621.0
8856,1093.0
8864,2381.0
8867,6945.0
8873,8186.0
8875,9405.0
8906,465.0
8935,7705.0
8956,6611.0
8963,8556.0
8973,6706.0
8991,8383.0
8993,7122.0
8998,3487.0
9000,1198.0
9002,6729.0
9006,3304.0
9034,6552.0
9042,4462.0
9061,2782.0
9062,7536.0
9071,612.0
9082,5258.0
9098,323.0
9131,1826.0
9141,9372.0
9148,5045.0
9155,4369.0
9159,5664.0
9166,5680.0
9177,7992.0
9180,5901.0
9191,4407.0
9206,9738.0
9212,2917.0
9216,5435.0
9245,953.0
9264,5236.0
9272,3668.0
9284,2081.0
9288,8066.0
9300,3675.0
9301,2676.0
9333,6763.0
9347,8855.0
9348,3441.0
9350,128.0
9373,5972.0
9392,4495.0
9396,3144.0
9400,7685.0
9403,9621.0
9408,7425.0
9414,3201.0
9425,8786.0
9429,2802.0
9462,9513.0
9463,7792.0
9502,8495.0
9524,8562.0
9558,7191.0
9581,1082.0
9628,249.0
9630,2133.0
9646,8133.0
9651,8373.0
9659,1343.0
9663,1023.0
9671,8637.0
9673,7801.0
9675,7998.0
9681,2242.0
9695,1471.0
9707,9406.0
9713,542.0
9714,4197.0
9719,1562.0
9730,6834.0
9755,4082.0
9790,7248.0
9806,3803.0
9861,2340.0
9872,4900.0
9887,7201.0
9896,5265.0
9917,8003.0
9939,2614.0
9947,8517.0
9952,4543.0
9965,5899.0
9967,7745.0
9976,5148.0
10009,9765.0
10014,3279.0
10025,869.0
10038,5428.0
10045,3364.0
10069,9015.0
10072,4063.0
10108,6707.0
10117,3598.0
10121,3329.0
10122,2523.0
10124,7488.0
10135,8806.0
10140,5249.0
10166,1628.0
10175,3881.0
10190,3682.0
10196,7099.0
10201,102.0
10213,9013.0
10235,6702.0
10256,5922.0
10259,4943.0
10270,9559.0
10272,9688.0
10279,6671.0
10281,4899.0
10292,819.0
10297,914.0
10298,1109.0
10301,2956.0
10325,5419.0
10334,3780.0
10342,9039.0
10347,6414.0
10363,4733.0
10392,321.0
10406,5298.0
10409,7583.0
10411,7798.0
10417,5145.0
10425,5036.0
10431,2578.0
10437,9958.0
10458,3352.0
10459,3551.0
10468,6266.0
10469,2541.0
10474,3746.0
10481,525.0
10499,6337.0
10500,7878.0
10507,9291.0
10510,1771.0
10512,7674.0
10529,2234.0
10545,6609.0
10577,3712.0
10578,6543.0
10583,7832.0
10597,1725.0
10605,2284.0
10611,7945.0
10633,3793.0
10634,7245.0
10661,8320.0
10666,2413.0
10676,1070.0
10702,3221.0
10723,7626.0
10751,1152.0
10764,963.0
10770,6532.0
10771,7111.0
10777,5131.0
10784,495.0
10799,8179.0
10821,9333.0
10831,2946.0
10868,2612.0
10870,1454.0
10872,8421.0
10875,8331.0
10902,9156.0
10923,1221.0
10934,7484.0
10972,8271.0
10987,1779.0
10989,7618.0
10992,8980.0
11008,9074.0
11037,4187.0
11047,870.0
11054,1394.0
11063,3318.0
11071,9092.0
11080,6520.0
11091,1957.0
11096,8967.0
11099,4422.0
11100,7016.0
11114,176.0
11129,1605.0
11135,6470.0
11153,7862.0
11158,4227.0
11173,8111.0
11195,9798.0
11198,8593.0
11205,7736.0
11206,8882.0
11210,1425.0
11212,3341.0
11216,8623.0
11218,9729.0
11229,7859.0
11232,2634.0
11245,439.0
11251,3192.0
11260,9975.0
11275,2400.0
11281,6618.0
11283,8148.0
11302,4282.0
11310,711.0
11313,3719.0
11331,3636.0
11336,6363.0
11355,4896.0
11365,1374.0
11370,8548.0
11375,6921.0
11381,5406.0
11382,8608.0
11393,5076.0
11414,8130.0
11417,1529.0
11423,3969.0
11485,3919.0
11499,6854.0
11500,7723.0
11502,5895.0
11531,8594.0
11552,8705.0
11559,399.0
11562,4764.0
11570,7515.0
11578,1735.0
11599,9922.0
11605,3009.0
11614,4364.0
11618,2300.0
11625,8971.0
11658,1670.0
11668,7555.0
11678,1887.0
11700,1102.0
11712,9115.0
11719,3545.0
11736,2402.0
11769,7591.0
11772,5531.0
11775,1555.0
11833,9162.0
11851,7623.0
11861,2288.0
11864,5327.0
11878,6118.0
11888,8368.0
11900,6371.0
11904,3198.0
11935,8253.0
11981,518.0
11984,7679.0
11993,2993.0
11996,9528.0
12003,5078.0
12013,2122.0
12021,9040.0
12025,890.0
12033,9038.0
12040,2497.0
12048,1950.0
12049,7389.0
12060,2054.0
12061,7157.0
12062,8225.0
12063,3247.0
12072,9556.0
12076,5540.0
12078,2065.0
12081,5673.0
12089,1714.0
12090,6951.0
12108,1515.0
12109,3127.0
12122,9642.0
12127,6639.0
12170,7668.0
12173,5100.0
12174,4724.0
12175,5748.0
12177,5237.0
12196,7251.0
12203,4833.0
12214,294.0
12227,6952.0
12252,8363.0
12261,2699.0
12263,361.0
12264,4224.0
12281,777.0
12283,445.0
12285,6596.0
12318,8559.0
12321,5064.0
12344,7269.0
12345,6204.0
12346,6147.0
12360,2282.0
12365,7796.0
12367,3701.0
12382,7619.0
12386,4094.0
12394,5178.0
12395,1485.0
12401,7203.0
12405,5021.0
12406,173.0
12413,1924.0
12415,1418.0
12418,7936.0
12420,511.0
12423,6589.0
12424,3602.0
12425,1289.0
12436,9754.0
12450,4002.0
12453,809.0
12455,1081.0
12459,9734.0
12467,7496.0
12471,6092.0
12497,5784.0
12498,7689.0
12513,3245.0
12514,125.0
12525,9395.0
12528,800.0
12538,5418.0
12543,5948.0
12566,2339.0
12574,4340.0
12576,5104.0
12583,1123.0
12603,3214.0
12623,3656.0
12625,2051.0
12627,8492.0
12630,451.0
12633,9593.0
12635,8764.0
12650,7810.0
12652,494.0
12656,2440.0
12660,3870.0
12687,9896.0
12693,2323.0
12704,1678.0
12722,9249.0
12725,4239.0
12736,9590.0
12766,9482.0
12777,1812.0
12788,279.0
12793,2491.0
12823,1599.0
12824,807.0
12828,906.0
12836,101.0
12838,4538.0
12856,8375.0
12871,2879.0
12874,2428.0
12876,6777.0
12881,1862.0
12891,6196.0
12893,2117.0
12899,466.0
12907,9341.0
12923,9890.0
12938,9875.0
12945,1671.0
12955,5158.0
12973,8316.0
12976,4322.0
13005,3718.0
13012,3166.0
13036,3932.0
13041,5217.0
13043,1912.0
13047,9483.0
13060,9627.0
13072,9517.0
13086,9800.0
13097,7176.0
13099,178.0
13102,303.0
13116,5493.0
13124,6744.0
13133,1803.0
13138,972.0
13143,4218.0
13146,2751.0
13153,2392.0
13158,5483.0
13159,4535.0
13160,3596.0
13169,6513.0
13183,2421.0
13184,3491.0
13189,6761.0
13193,9526.0
13198,1811.0
13208,6517.0
13220,6583.0
13234,8729.0
13239,693.0
13250,1951.0
13255,7899.0
13263,6602.0
13286,2798.0
13300,3251.0
13311,7542.0
13327,3506.0
13330,3354.0
13343,7856.0
13347,554.0
13362,9228.0
13367,7688.0
13391,4237.0
13397,2301.0
13410,8817.0
13420,7779.0
13424,4831.0
13426,9518.0
13436,1117.0
13444,5150.0
13447,6760.0
13456,2982.0
13462,7637.0
13489,4850.0
13492,1577.0
13509,5860.0
13511,1658.0
13512,4919.0
13513,536.0
13520,8796.0
13521,3194.0
13527,6876.0
13528,4713.0
13533,1666.0
13537,7287.0
13539,4357.0
13544,7315.0
13551,9709.0
13561,9111.0
13562,1466.0
13570,8780.0
13608,6684.0
13610,6672.0
13629,970.0
13641,2441.0
13657,2111.0
13662,1983.0
13663,3240.0
13675,5065.0
13677,6130.0
13702,9717.0
13704,1359.0
13722,6660.0
13730,7766.0
13734,9660.0
13752,5605.0
13762,1607.0
13768,8314.0
13779,2334.0
13780,2644.0
13781,2019.0
13782,6295.0
13793,2797.0
13799,8392.0
13810,3311.0
13811,9049.0
13820,6445.0
13825,7873.0
13836,3514.0
13838,1704.0
13839,9122.0
13895,4556.0
13897,8996.0
13901,3828.0
13904,3059.0
13907,3418.0
13922,8772.0
13940,3523.0
13954,866.0
13955,939.0
13970,6318.0
13974,7041.0
13996,7634.0
14015,6302.0
14020,8505.0
14022,4971.0
14026,8842.0
14045,5498.0
14051,5233.0
14057,6601.0
14058,2034.0
14072,319.0
14089,1947.0
14092,3627.0
14095,9364.0
14097,5248.0
14100,2973.0
14104,1159.0
14110,1210.0
14122,177.0
14141,7355.0
14144,7429.0
14146,8193.0
14157,7432.0
14158,6201.0
14161,4553.0
14180,3508.0
14181,5919.0
14185,5722.0
14190,5479.0
14192,8364.0
14193,1234.0
14195,2617.0
14212,6259.0
14213,7240.0
14226,4163.0
14238,5223.0
14241,9725.0
14245,3253.0
14262,7044.0
14268,1488.0
14282,9417.0
14283,1247.0
14297,7628.0
14301,385.0
14302,9411.0
14304,2468.0
14312,1279.0
14338,8649.0
14342,7489.0
14344,3107.0
14347,5685.0
14356,2023.0
14365,4008.0
14373,7495.0
14380,728.0
14385,7656.0
14404,7034.0
14409,8059.0
14470,4225.0
14473,8061.0
14477,622.0
14495,1505.0
14499,7643.0
14508,9212.0
14513,6595.0
14520,2933.0
14521,8889.0
14527,8585.0
14534,4300.0
14537,9967.0
14555,8171.0
14558,60.0
14561,4855.0
14573,5326.0
14579,6557.0
14588,2253.0
14606,3520.0
14608,4894.0
14610,1921.0
14622,2717.0
14627,5121.0
14631,8310.0
14644,8082.0
14672,2833.0
14682,2214.0
14692,6306.0
14754,4869.0
14765,1379.0
14768,4012.0
14774,3954.0
14784,4019.0
14789,9113.0
14791,9834.0
14828,5342.0
14832,1958.0
14851,57.0
14876,2320.0
14884,4291.0
14892,4703.0
14900,4536.0
14910,8724.0
14914,1380.0
14915,8872.0
14942,5671.0
14950,5175.0
14951,8589.0
14953,8753.0
14956,4547.0
15013,7011.0
15039,8512.0
15050,9848.0
15088,6377.0
15095,2954.0
15099,2545.0
15101,8467.0
15104,3217.0
15125,4906.0
15140,3463.0
15144,9503.0
15145,4806.0
15157,1338.0
15159,5421.0
15172,2563.0
15181,9011.0
15185,9230.0
15191,8988.0
15199,7512.0
15203,351.0
15210,3095.0
15212,9655.0
15229,5907.0
15234,2237.0
15237,1321.0
15239,2803.0
15241,2827.0
15246,4567.0
15269,3492.0
15286,1582.0
15292,332.0
15304,2316.0
15312,6003.0
15325,2937.0
15328,714.0
15331,7911.0
15334,2502.0
15336,6788.0
15373,6705.0
15392,1919.0
15426,8443.0
15428,9363.0
15436,7470.0
15445,6157.0
15447,3849.0
15456,4728.0
15463,6451.0
15514,6918.0
15524,7734.0
15556,4280.0
15567,5528.0
15577,5811.0
15609,1932.0
15620,9763.0
15623,4302.0
15626,6866.0
15646,9079.0
15657,9576.0
15669,9009.0
15672,2986.0
15678,4304.0
15680,9366.0
15690,1259.0
15694,4786.0
15699,1371.0
15700,5430.0
15702,8036.0
15714,4798.0
15726,5703.0
15740,2409.0
15762,7170.0
15768,6314.0
15769,7077.0
15784,1594.0
15788,3173.0
15805,8869.0
15812,2131.0
15814,9955.0
15822,799.0
15823,8284.0
15838,9237.0
15859,432.0
15860,9464.0
15861,7539.0
15876,9816.0
15879,2518.0
15884,6280.0
15886,1151.0
15893,6668.0
15895,882.0
15925,5839.0
15927,1196.0
15933,1801.0
15934,5344.0
15967,5961.0
15974,1708.0
15985,2893.0
15987,9970.0
16018,8851.0
16021,4016.0
16044,567.0
16054,3908.0
16070,9141.0
16074,3437.0
16076,7550.0
16078,4746.0
16084,5873.0
16087,8722.0
16088,315.0
16102,8068.0
16105,3609.0
16116,3170.0
16123,1632.0
16138,6822.0
16144,6801.0
16165,5496.0
16183,5610.0
16184,3709.0
16233,5008.0
16238,696.0
16246,8733.0
16249,5305.0
16291,1433.0
16312,3958.0
16317,2562.0
16323,5991.0
16330,9835.0
16343,4359.0
16346,4542.0
16347,4778.0
16369,9145.0
16383,2022.0
16384,8201.0
16389,9793.0
16390,7686.0
16395,7706.0
16401,5962.0
16406,9943.0
16414,7062.0
16421,3106.0
16425,5742.0
16435,7849.0
16446,9563.0
16462,7031.0
16485,6849.0
16489,1273.0
16508,9227.0
16512,9294.0
16514,6232.0
16516,9822.0
16546,9686.0
16547,2611.0
16560,7105.0
16576,1711.0
16593,2828.0
16616,4915.0
16630,6622.0
16635,3563.0
16654,526.0
16655,6113.0
16660,3405.0
16666,9832.0
16671,6100.0
16685,5666.0
16687,6387.0
16707,1644.0
16708,405.0
16709,6839.0
16713,2752.0
16740,1387.0
16753,8430.0
16754,6134.0
16755,8011.0
16763,5710.0
16766,1218.0
16782,5269.0
16820,4799.0
16824,3973.0
16826,9420.0
16837,2519.0
16839,3955.0
16840,4320.0
16858,7597.0
16859,756.0
16876,1726.0
16894,9591.0
16912,2049.0
16924,8828.0
16925,412.0
16927,9978.0
16933,5683.0
16939,1017.0
16963,2165.0
16977,6136.0
16978,6792.0
16981,1160.0
17024,3811.0
17048,2558.0
17059,3921.0
17064,6827.0
17070,5436.0
17072,3143.0
17085,980.0
17091,9897.0
17100,1738.0
17120,5619.0
17132,8057.0
17134,6716.0
17135,138.0
17143,3006.0
17153,5069.0
17156,4132.0
17166,1503.0
17170,1606.0
17180,2765.0
17181,6138.0
17183,6626.0
17186,4417.0
17198,3321.0
17204,985.0
17223,4034.0
17226,9633.0
17227,2475.0
17237,4386.0
17241,4435.0
17251,6255.0
17271,7840.0
17305,5511.0
17317,5749.0
17332,1954.0
17339,7844.0
17367,5328.0
17390,7381.0
17391,5026.0
17393,7081.0
17405,2949.0
17429,3172.0
17441,7394.0
17460,3399.0
17461,2498.0
17473,4552.0
17481,9484.0
17487,8101.0
17490,828.0
17498,9654.0
17504,3594.0
17510,1446.0
17511,1625.0
17520,2745.0
17534,7421.0
17535,5640.0
17564,5849.0
17570,391.0
17573,6148.0
17575,844.0
17600,6922.0
17606,6519.0
17607,8816.0
17617,6950.0
17625,826.0
17627,8979.0
17643,211.0
17654,8976.0
17673,1526.0
17674,4696.0
17701,5929.0
17706,2610.0
17713,4157.0
17720,7439.0
17732,1648.0
17743,928.0
17746,6017.0
17757,444.0
17800,7839.0
17812,2025.0
17815,7906.0
17831,6238.0
17833,2784.0
17843,584.0
17844,5443.0
17876,9698.0
17878,2372.0
17882,2953.0
17886,9430.0
17908,7744.0
17909,3982.0
17915,9189.0
17921,4513.0
17932,3188.0
17945,8009.0
17949,5858.0
17950,9306.0
17952,1393.0
17953,880.0
17956,6686.0
17968,3495.0
18000,9744.0
18001,7718.0
18010,5340.0
18015,2916.0
18019,3863.0
18024,8524.0
18040,6550.0
18042,3458.0
18044,2032.0
18047,4679.0
18065,7097.0
18069,3232.0
18074,1633.0
18075,3647.0
18085,4204.0
18117,4518.0
18121,3300.0
18122,5437.0
18135,3176.0
18143,4180.0
18164,6222.0
18170,1061.0
18181,3423.0
18189,4325.0
18222,3494.0
18236,2755.0
18246,6964.0
18249,8381.0
18261,6141.0
18262,6110.0
18271,4940.0
18275,184.0
18287,9710.0
18291,1875.0
18300,587.0
18338,3847.0
18344,7715.0
18352,4375.0
18361,1978.0
18362,5303.0
18369,3502.0
18377,2080.0
18383,3939.0
18401,5429.0
18403,1576.0
18413,2287.0
18420,854.0
18421,7804.0
18448,5101.0
18470,9886.0
18476,4250.0
18485,9320.0
18487,4051.0
18489,5208.0
18490,2108.0
18492,3559.0
18493,710.0
18497,8645.0
18502,1071.0
18504,2527.0
18518,363.0
18526,3999.0
18530,8001.0
18538,1810.0
18539,423.0
18584,499.0
18588,1777.0
18591,8452.0
18601,5397.0
18608,4138.0
18622,9096.0
18624,1183.0
18638,244.0
18640,4847.0
18645,8598.0
18646,8219.0
18651,8799.0
18652,5908.0
18658,6086.0
18662,4842.0
18664,7464.0
18688,6883.0
18691,780.0
18698,9499.0
18725,7639.0
18744,9396.0
18745,8448.0
18748,810.0
18749,6285.0
18759,7625.0
18771,4575.0
18777,2097.0
18784,481.0
18787,3619.0
18814,1322.0
18819,4519.0
18846,5886.0
18848,3761.0
18855,6522.0
18858,350.0
18861,23.0
18879,2247.0
18898,8474.0
18928,1176.0
18932,9829.0
18947,4791.0
18955,3244.0
18967,9083.0
18977,7226.0
18988,8306.0
18991,3412.0
18994,6547.0
19005,2723.0
19014,8695.0
19027,8640.0
